"","C1","C2","INT_S1_D0_E1","P_S1_D0_E1","INT_S1_D0_E2","P_S1_D0_E2","INT_S1_D0_E3","P_S1_D0_E3","INT_S1_D0_E4","P_S1_D0_E4","INT_S1_D1_E1","P_S1_D1_E1","INT_S1_D1_E2","P_S1_D1_E2","INT_S1_D1_E3","P_S1_D1_E3","INT_S1_D1_E4","P_S1_D1_E4","INT_S2_D0_E1","P_S2_D0_E1","INT_S2_D0_E2","P_S2_D0_E2","INT_S2_D0_E3","P_S2_D0_E3","INT_S2_D0_E4","P_S2_D0_E4","INT_S2_D1_E1","P_S2_D1_E1","INT_S2_D1_E2","P_S2_D1_E2","INT_S2_D1_E3","P_S2_D1_E3","INT_S2_D1_E4","P_S2_D1_E4","INT_S3_D0_E1","P_S3_D0_E1","INT_S3_D0_E2","P_S3_D0_E2","INT_S3_D0_E3","P_S3_D0_E3","INT_S3_D0_E4","P_S3_D0_E4","INT_S3_D1_E1","P_S3_D1_E1","INT_S3_D1_E2","P_S3_D1_E2","INT_S3_D1_E3","P_S3_D1_E3","INT_S3_D1_E4","P_S3_D1_E4"
"1413",7.2,7.3,0,0,0,0,0,0,0,0,38005.5,1,49795.6,1,33153.6,1,54168.2,1,131996,1,88684.5,1,111069.6,1,111467.6,1,125968.7,1,47173.1,1,53418.2,1,53100.3,1,57560.2,1,65858.1,1,63631.6,1,60732.9,1,0,0,88041.7,1,0,0,0,0
"1414",7.2,7.7,32023.6,1,41938.7,1,29173.4,1,31508.5,1,0,0,0,0,0,0,0,0,6088.8,1,12558.9,1,12530.8,1,16820,1,45234.4,1,0,0,0,0,0,0,76097.1,1,150621.1,1,151836.6,1,134370,1,79765.6,1,75582.8,1,64026.4,1,63945.5,1
"1415",7.2,8.1,0,0,0,0,0,0,0,0,18553.8,1,0,0,67313.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1416",7.2,8.2,0,0,5703,1,36708.5,1,16803.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252660.9,1,208600.4,1,218386,1,245391,1,0,0,0,0,0,0,0,0
"1417",7.2,8.4,0,0,44022,1,78945.5,1,66417.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1418",7.3,3,0,0,-2575.4,1,0,0,-50695.3,1,0,0,0,0,-85023.5,1,0,0,0,0,-50293.8,1,-12051.8,1,-59252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38400.9,1,-16031.3,1
"1419",7.3,3.1,0,0,0,0,0,0,0,0,-82115.8,1,-1354,1,-65686.4,1,0,0,-40501.8,1,0,0,0,0,0,0,0,0,-39541,1,0,0,0,0,-8637,1,0,0,-286,1,0,0,0,0,0,0,-3012,1,0,0
"1420",7.3,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60024.3,1,99441,1,3161,1,53718,1,29882.8,1,36828.4,1,1287.2,1,120757.8,1
"1421",7.3,4.1,0,0,-554.3,1,-1045.6,1,-55049.3,1,0,0,0,0,-52823.8,1,0,0,0,0,-32970.1,1,0,0,-48990.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-41975.8,1,0,0,0,0,0,0
"1422",7.3,4.8,-485976.4,1,-15779.2,1,-17359.2,1,0,0,0,0,-56282,1,0,0,-19405.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1423",7.3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52719.2,1,48648.7,1,59656.6,1,58313.3,1,0,0,0,0,0,0,0,0
"1424",7.3,7.2,28204.8,1,26881.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18352.4,1,0,0,25005.7,1,10184.8,1,0,0,0,0,0,0,0,0,452646.9,1,0,0,0,0,74118.1,1,162306.8,1,0,0,0,0
"1425",7.3,7.3,0,0,0,0,272977.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292122.9,1,1814299.4,1,1274076.4,1,733783.4,1,0,0,0,0,100613.1,1,694874.5,1
"1426",7.3,7.4,0,0,0,0,0,0,0,0,94595.9,1,87017.8,1,87062.9,1,96678.5,1,37410.1,1,50544.2,1,23262.2,1,42607.2,1,19021.3,1,10901.6,1,14783.8,1,14221.8,1,0,0,42588.5,1,592777.5,1,29717,1,0,0,0,0,0,0,0,0
"1427",7.3,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5667.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122722.5,1
"1428",7.3,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137270,1,593765.6,1,389838.2,1,362429.1,1,0,0,0,0,0,0,10332.8,1
"1429",7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-31690.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1430",7.4,3,0,0,-3086,1,0,0,0,0,0,0,-63012.1,1,0,0,0,0,0,0,0,0,0,0,-51106.6,1,0,0,0,0,-38181.1,1,-34180.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54845.9,1
"1431",7.4,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62363.6,1,0,0,-63531.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-2575.5,1,-4296.6,1,-3111,1,-1279.5,1,0,0,-4931.1,1,0,0,0,0
"1432",7.4,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-697,1,0,0,-83875.7,1,-75792.1,1,-999.2,1,-77467,1,0,0,-114541.5,1
"1433",7.4,4.1,-41084.3,1,-1422,1,0,0,-51321.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47185,1,0,0,0,0
"1434",7.4,4.8,0,0,-601731.6,1,0,0,-12056.5,1,-398163.2,1,0,0,0,0,-22081.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1435",7.4,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3330456.1,1,309442.7,1,2442094.8,1,360459.6,1,321162.9,1,0,0,103762.9,1,113369.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1436",7.4,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533779.5,1,0,0,223624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1437",7.4,7.3,5417.6,1,2780.6,1,2781.3,1,2613.6,1,29720,1,34148.1,1,35590.7,1,13952.3,1,0,0,234814.2,1,89987.6,1,0,0,125695.2,1,57598.9,1,44604.3,1,47648.7,1,7271.2,1,0,0,26579.8,1,23345.7,1,0,0,0,0,0,0,0,0
"1438",7.4,7.4,125736.1,1,174777.6,1,137063.4,1,134977.7,1,0,0,0,0,160811.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5980.6,1,14331.5,1,621696,1,467726.4,1,567348.3,1,473658.3,1,457640.6,1,434667.7,1,410531.2,1,379872.9,1
"1439",7.4,7.5,0,0,0,0,0,0,46111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16056.4,1,9569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1440",7.5,3,-1007.6,1,-43206.1,1,-43676.9,1,0,0,-1164.9,1,0,0,0,0,0,0,0,0,0,0,-1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16201.1,1,0,0,0,0,-1001,1,0,0,0,0
"1441",7.5,3.1,0,0,0,0,0,0,0,0,0,0,-60753.8,1,0,0,-73770.5,1,-55502.9,1,-75691.6,1,0,0,0,0,0,0,-36447,1,0,0,0,0,-2570.6,1,0,0,-31520.7,1,-7527.9,1,0,0,0,0,0,0,0,0
"1442",7.5,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84236.1,1,0,0,0,0,-78720.4,1,0,0,-73956.2,1,-61630,1,0,0
"1443",7.5,4.1,-2433.3,1,-64974.1,1,-3409.9,1,0,0,-57867.6,1,0,0,-48502.3,1,0,0,0,0,0,0,-35545.9,1,-8950.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80766.7,1,0,0
"1444",7.5,4.8,-114213.8,1,0,0,0,0,0,0,-89892.4,1,-205004.7,1,-27541.4,1,-8858.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1445",7.5,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29694.7,1,30531.7,1,25837.5,1,24848.5,1,9814,1,17524.8,1,0,0,0,0
"1446",7.5,7.5,73206.2,1,0,0,0,0,0,0,207006.9,1,26861,1,0,0,29735.1,1,200827.2,1,52260,1,7926.9,1,8081.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614.1,1,40709.5,1,0,0,0,0
"1447",7.5,7.6,473166,1,1102771,1,1345213.9,1,360497.5,1,749799.8,1,0,0,656070.3,1,842875.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30476.6,1,0,0,0,0,0,0,0,0,343734.9,1,0,0,0,0,0,0
"1448",7.5,7.8,867945.4,1,864055.5,1,0,0,30747.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261130.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"1449",7.6,3,0,0,0,0,0,0,-70718.8,1,-1462.4,1,0,0,0,0,0,0,0,0,-27572.3,1,0,0,0,0,0,0,0,0,0,0,-26239.1,1,0,0,-45311,1,0,0,-677,1,-2031.1,1,0,0,0,0,-49687.2,1
"1450",7.6,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63191.2,1,-54180.7,1,0,0,0,0,-675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47218,1,0,0
"1451",7.6,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81978,1,0,0,0,0,0,0,0,0,0,0,-94956,1
"1452",7.6,4.1,-46968.5,1,0,0,-1400.9,1,-32533,1,0,0,-65216.9,1,0,0,0,0,0,0,0,0,-39187.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1453",7.6,4.8,0,0,-2359.2,1,-83521.1,1,-1547.4,1,-5032.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1454",7.6,7.5,323190.2,1,0,0,345279.9,1,0,0,0,0,0,0,0,0,0,0,45531.5,1,96657.4,1,93146.5,1,100819.5,1,94289.7,1,437775.9,1,44830.5,1,20964.9,1,0,0,0,0,0,0,0,0,132669.4,1,0,0,126589.6,1,0,0
"1455",7.6,7.6,1156313.8,1,1016704.6,1,1273334.6,1,87984.7,1,213092,1,2171419.2,1,196903.3,1,168327,1,566109.5,1,244207.6,1,326365.3,1,262029.9,1,160100.5,1,31830.7,1,71254.7,1,895474.2,1,130968.4,1,184099.6,1,130224.9,1,126921.7,1,184012.8,1,306617.8,1,191249.4,1,173520.2,1
"1456",7.6,7.7,0,0,0,0,0,0,18052.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1457",7.6,7.8,360868.1,1,334081.2,1,1576355.9,1,1696319.5,1,943579.2,1,860561.8,1,850345.5,1,900523.2,1,819235.4,1,861511.2,1,737596.5,1,676058.7,1,454648.1,1,300566.9,1,389167,1,316105.1,1,1462623.4,1,131938.5,1,1479560,1,1245221.5,1,872294.1,1,910428.8,1,934716.3,1,962843.3,1
"1458",7.7,3,-12935.7,1,-2975.1,1,0,0,0,0,0,0,0,0,0,0,-84065.9,1,0,0,0,0,0,0,-33875.5,1,0,0,-66787.2,1,0,0,0,0,0,0,0,0,0,0,0,0,-695,1,-2242.1,1,-1883.6,1,0,0
"1459",7.7,3.1,0,0,0,0,-1957,1,0,0,0,0,-20480,1,0,0,0,0,0,0,-2062,1,0,0,0,0,0,0,0,0,0,0,-34096.7,1,-8830.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1460",7.7,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-131707.8,1,-89761,1,-89975.3,1,-99933.9,1,0,0,-377,1,0,0,-101798.3,1
"1461",7.7,4.1,0,0,-107066.9,1,-64497.8,1,-211,1,0,0,-53948.7,1,0,0,0,0,0,0,-43755,1,-2741.3,1,-59925.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1462",7.7,4.8,-8523.1,1,0,0,0,0,0,0,0,0,-50636.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214766.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1463",7.7,4.9,0,0,0,0,0,0,0,0,0,0,0,0,-19859.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1464",7.7,7.2,20041.7,1,39555.6,1,35724.8,1,59408.6,1,0,0,0,0,0,0,0,0,1225.2,1,3683,1,18141.2,1,3935.4,1,14871.1,1,0,0,0,0,0,0,17872.6,1,26383.2,1,29203.2,1,35267,1,41930,1,48192.2,1,44181.1,1,52768.9,1
"1465",7.7,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102039.9,1,0,0,0,0,0,0,0,0,0,0,0,0
"1466",7.7,7.7,0,0,0,0,0,0,0,0,112820.3,1,140912.2,1,56505.2,1,58763.9,1,120800.6,1,14104.1,1,37167.4,1,17269.3,1,31775.6,1,42218.9,1,8818.4,1,54124.2,1,0,0,0,0,89569.8,1,0,0,0,0,137853.4,1,79282.4,1,0,0
"1467",7.7,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138823.5,1,0,0,0,0,0,0,0,0
"1468",7.8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39899.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65316,1,0,0,0,0,0,0,0,0
"1469",7.8,3.1,0,0,0,0,-154,1,0,0,0,0,0,0,0,0,0,0,-37780.5,1,0,0,-708.8,1,0,0,-1289.2,1,-43250.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-68140.4,1,-35470.6,1,0,0,-14416.6,1
"1470",7.8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2080,1,-79978.2,1,-1686.9,1,0,0,-77182.5,1,0,0
"1471",7.8,4.1,-216.2,1,-67503.7,1,0,0,-51840.9,1,0,0,-41243.4,1,0,0,0,0,-37300.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1472",7.8,4.8,0,0,0,0,-1155.9,1,0,0,0,0,-143908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1473",7.8,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32675,1,29024.5,1,28700.5,1,28807.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1474",7.8,7,1447.5,1,5042.6,1,3978.8,1,4908.4,1,0,0,8742,1,1605.5,1,0,0,9042,1,0,0,11878.5,1,9294.9,1,0,0,0,0,0,0,0,0,29785.9,1,36413.6,1,29971.2,1,30586.2,1,35878.7,1,12399.9,1,16097.9,1,17253.1,1
"1475",7.8,7.5,0,0,417642.4,1,420294.9,1,0,0,329118.6,1,0,0,346737.3,1,349032.5,1,0,0,0,0,0,0,0,0,291404.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1476",7.8,7.6,0,0,82447.9,1,66579.8,1,698523.9,1,59078.5,1,53775.8,1,54334.9,1,64163,1,455301.9,1,452409.3,1,413799.1,1,456136.2,1,0,0,143801.9,1,172870.8,1,167926,1,846142.3,1,741179.3,1,664590.3,1,789328.8,1,393618.9,1,430012.7,1,381481.4,1,462406.7,1
"1477",7.8,7.8,4277858.5,1,2976284.4,1,527632.6,1,224890.5,1,374473,1,2271621.2,1,222723.3,1,2567276.2,1,4223780,1,2938965.5,1,5650528.3,1,4977678.4,1,2133082,1,1389719.4,1,1235899.3,1,1429494.3,1,52973.1,1,115853.9,1,0,0,0,0,0,0,0,0,0,0,152088.5,1
"1478",7.8,7.9,0,0,112140.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19608.8,1,16992.6,1,12024.5,1,580060.4,1,0,0,0,0,0,0,199170.4,1,206516.3,1,201770.8,1,205004.3,1,362975.7,1,0,0,0,0,348423.4,1
"1479",7.9,3,0,0,0,0,0,0,-102924.5,1,-1593.8,1,-68636.5,1,0,0,-6759.2,1,-1800,1,0,0,0,0,-2915.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62559.9,1,0,0,0,0
"1480",7.9,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70019,1,0,0,-48498.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-179.5,1,0,0,0,0,0,0,-3892.3,1,0,0,0,0,0,0
"1481",7.9,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2152,1,0,0,0,0,-92525.1,1,0,0,0,0,0,0,-87902.9,1
"1482",7.9,4.1,0,0,-30844.6,1,-41904.9,1,-30061.3,1,0,0,0,0,-54264.5,1,0,0,0,0,-41441.4,1,0,0,-40504.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76023,1,0,0,0,0,0,0
"1483",7.9,4.8,0,0,-1149,1,0,0,0,0,0,0,-40100.7,1,-2009.7,1,-42058.9,1,0,0,0,0,0,0,0,0,-1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1484",7.9,7.8,0,0,0,0,0,0,0,0,314785.8,1,0,0,137243,1,310167.4,1,0,0,0,0,23117.4,1,13133.4,1,0,0,0,0,225452.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1485",7.9,7.9,0,0,0,0,0,0,0,0,0,0,1050.3,1,0,0,0,0,1155310,1,122944,1,364466.9,1,277805.1,1,14570.3,1,0,0,0,0,0,0,0,0,0,0,1027447.9,1,0,0,6572.3,1,70139.2,1,1074975.4,1,0,0
"1486",8,3,-2858.1,1,-1061.5,1,0,0,0,0,0,0,-2122.1,1,0,0,0,0,0,0,0,0,-64932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26806,1,0,0,0,0,0,0,-28100,1,-1652,1
"1487",8,3.1,0,0,0,0,-1384.2,1,-1567.7,1,0,0,0,0,0,0,0,0,-41208.1,1,-67853.3,1,0,0,0,0,0,0,0,0,0,0,-647,1,-30851.3,1,-3215.9,1,0,0,0,0,0,0,0,0,0,0,0,0
"1488",8,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-178342,1,0,0,-92998.6,1,-76827.4,1,0,0
"1489",8,4.1,0,0,0,0,-22742.1,1,-50740.8,1,-65820.8,1,0,0,0,0,0,0,0,0,-33911,1,-1284.7,1,-22614.3,1,0,0,0,0,0,0,0,0,-81868.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490",8,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18533.6,1,22181,1,22190,1,25021.9,1,0,0,0,0,0,0,0,0,73265.9,1,95490,1,95250.5,1,101120.1,1,78077.7,1,81916.7,1,91983.8,1,90431,1
"1491",8,4.8,-64142.4,1,0,0,0,0,-10069.1,1,-24129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492",8,6.7,9406.4,1,10523.4,1,13417.5,1,19552.6,1,8911.1,1,4776.8,1,8139.4,1,11068,1,4149.4,1,2787.9,1,1505.7,1,2979.2,1,0,0,0,0,0,0,0,0,11188,1,9145.7,1,10895.7,1,10149.2,1,6124,1,10973.9,1,3052,1,6377.8,1
"1493",8,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87123.9,1,70667.5,1,0,0,57829.1,1,0,0,0,0,0,0,0,0
"1494",8,8,665836.9,1,0,0,74159.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1429.8,1,40018.6,1,71118.2,1,39879.3,1,36121,1,28502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495",8,8.3,60213.4,1,88003.9,1,77668,1,83349,1,76055.1,1,54884.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496",8.1,3,-1292.9,1,0,0,0,0,0,0,-63089,1,-64533.8,1,0,0,-52484.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-207,1,0,0,0,0,0,0,0,0
"1497",8.1,3.1,0,0,0,0,-29593.4,1,0,0,0,0,0,0,-1263.6,1,0,0,-758,1,0,0,0,0,-79.5,1,0,0,0,0,0,0,0,0,-30391.7,1,0,0,0,0,0,0,0,0,-52232.1,1,0,0,0,0
"1498",8.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44250.2,1,0,0,-75205,1,0,0,0,0,0,0,0,0,-176289.3,1
"1499",8.1,3.7,0,0,0,0,0,0,0,0,421434.2,1,0,0,328055.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500",8.1,3.8,0,0,0,0,0,0,0,0,0,0,167376.1,1,0,0,145658.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501",8.1,4.1,-218,1,-1156,1,0,0,-62877.9,1,0,0,0,0,0,0,0,0,0,0,0,0,-34762.5,1,-43583.6,1,0,0,0,0,0,0,0,0,0,0,0,0,-58995,1,0,0,0,0,0,0,-67044.4,1,0,0
"1502",8.1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,-67884.3,1,0,0,0,0,-1703.1,1,0,0,0,0,0,0,0,0,-66257.2,1,-19231.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503",8.1,7.2,0,0,0,0,0,0,0,0,52664.3,1,0,0,132626.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504",8.1,8.1,0,0,0,0,0,0,0,0,12922005,1,5071451.5,1,10296750,1,4597106.8,1,0,0,0,0,0,0,0,0,69633.3,1,28891.7,1,25010.3,1,32085.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1171268.8,1,0,0
"1505",8.1,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213853.7,1,114576.4,1,0,0,0,0
"1506",8.1,8.8,103092.7,1,79382.9,1,102583.6,1,104591.1,1,84915,1,88064.3,1,97583.3,1,78281.8,1,20559.1,1,24408.9,1,23112.4,1,24336.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507",8.1,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3807.8,1,5132.8,1,7288.4,1,0,0,0,0,0,0,0,0,0,0
"1508",8.2,3,0,0,-4736.5,1,0,0,0,0,0,0,-331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1509",8.2,3.1,-2017,1,0,0,0,0,-2782.9,1,0,0,0,0,-1316.5,1,-103221.1,1,0,0,-22898.2,1,0,0,0,0,-51766.1,1,0,0,0,0,-31692.4,1,-7792.3,1,-5142.6,1,0,0,0,0,-23982,1,-24667.4,1,0,0,-3495.4,1
"1510",8.2,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69780.4,1,0,0,-5744.3,1,0,0
"1511",8.2,3.8,0,0,12924.2,1,277735.2,1,158767.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1512",8.2,4.1,-57454.2,1,-40046.3,1,-2808,1,-66748.8,1,0,0,0,0,0,0,0,0,-37702.1,1,0,0,-46359.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83392.9,1,0,0,0,0,0,0
"1513",8.2,4.8,-63279.5,1,0,0,-2038.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1514",8.2,7.2,0,0,25908.5,1,103235.6,1,58387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254263.4,1,220455.8,1,214747,1,245797,1,0,0,0,0,0,0,0,0
"1515",8.2,8.2,79361,1,1938804.7,1,50970.8,1,13635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51108.1,1,24909.8,1,26012.5,1,34168.3,1,435439,1,4032761.1,1,646254.1,1,739772.9,1,28022.8,1,36331.8,1,77503.5,1,0,0
"1516",8.3,3,0,0,0,0,0,0,0,0,0,0,0,0,-73060.9,1,-53330.8,1,0,0,-62892.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3747,1,0,0
